"","name","img","condicion","bancada","partido","circuncripcion","representante_de","estado","suplente","estado_legal_principal","estado_legal_suplente"
"158","Jorge Adrian Perez Jimenez","http://www.asambleanacional.gob.ve/avatares/jorge-adrian-perez-jimenez-154.jpg","Principal","PSUV","","1","Ezequiel Zamora, Mp. Anzoategui, Mp. Ricaurte, Mp. Romulo Gallegos","Cojedes","Xavier Andres Vega Loor","",""
"159","José Luna","http://www.asambleanacional.gob.ve/avatares/jose-luna-355.jpg","Principal","PSUV","","lista","undefined","Mérida","Cesar Eduardo Carrero Aristizabal","",""
"160","Luis Fernando Solteldo","http://www.asambleanacional.gob.ve/avatares/luis-fernando-solteldo-302.jpg","Principal","PSUV","","2","Mp. Esteller, Mp. Guanarito, Mp. Papelon, Mp. Santa Rosalia, Mp. Turen","Portuguesa","Amilcar Alexander Sanoja Chavez","",""
"161","Juan Antonio Arroyo","http://www.asambleanacional.gob.ve/avatares/juan-antonio-arroyo-428.jpg","Principal","PSUV","","lista","undefined","Delta Amacuro","undefined","",""
"162","Juan Jose Marin Laya","http://www.asambleanacional.gob.ve/avatares/juan-jose-marin-laya-145.jpg","Principal","PSUV","","2","Mp. Chaguaramas, Mp. Monagas, Mp. Ribas, Mp. Zaraza, Mp.s Jose De Guaribe","Guárico","Ramon Jose Magallanes Carapa","",""
"163","Julio Rafael Chávez Meléndez","http://www.asambleanacional.gob.ve/avatares/julio-rafael-chavez-melendez-96.jpg","Principal","PSUV","","2","Mp. Andres E Blanco, Mp. Crespo, Mp. Jimenez, Mp. Moran, Mp. Torres, Mp. Urdaneta","Lara","Yamilet Pastora Camacaro Viscaya","",""
"164","Leobardo Cristóbal Jiménez","http://www.asambleanacional.gob.ve/avatares/leobardo-cristobal-jimenez-282.jpg","Principal","PSUV","","lista","undefined","Apure","Emma Díaz","",""
"165","Lucila Pachecho","http://www.asambleanacional.gob.ve/avatares/lucila-pachecho-426.jpg","Principal","PSUV","","lista","undefined","Zulia","undefined","",""
"166","Loengri Jose Matheus Perez","http://www.asambleanacional.gob.ve/avatares/loengri-jose-matheus-perez-39.jpg","Principal","PSUV","","3","Mp. Andres Bello, Mp. Bolivar, Mp. Candelaria, Mp. Carache, Mp. Jose F M Ca#izal, Mp. La Ceiba, Mp.","Trujillo","Lisbeidy Karina Quintero De Briceno","",""
"167","Wilian Pérez","http://www.asambleanacional.gob.ve/avatares/wilian-perez-356.jpg","Principal","PSUV","","3","Mp. Agua Blanca, Mp. Paez, Mp.s Rafael De Onoto","Portuguesa","Elsy Rosa Alvarado Moreno","",""
